label,company,address,city,state,zip,phone,fax,toll-free,website,description,employees,sales-volume,established,first-name-1,last-name-1,title-1,gender-1,first-name-2,last-name-2,title-2,gender-2,first-name-3,last-name-3,title-3,gender-3,first-name-4,last-name-4,title-4,gender-4,first-name-5,last-name-5,title-5,gender-5,first-name-6,last-name-6,title-6,gender-6,first-name-7,last-name-7,title-7,gender-07,first-name-08,last-name-8,title-8,gender-8,first-name-9,last-name-9,title-9,gender-9,first-name-10,last-name-10,title-10,gender-10,first-name-11,last-name-11,title-11,gender-11,first-name-12,last-name-12,title-12,gender-12,first-name-13,last-name-13,title-13,gender-13,first-name-14,last-name-14,title-14,gender-14,first-name-15,last-name-15,title-15,gender-15,first-name-16,last-name-16,title-16,gender-16,first-name-17,last-name-17,title-17,gender-17,first-name-18,last-name-18,title-18,gender-18,first-name-19,last-name-19,title-19,gender-19,first-name-20,last-name-20,title-20,gender-20,first-name-21,last-name-21,title-21,gender-21,first-name-22,last-name-22,title-22,gender-22,first-name-23,last-name-23,title-23,gender-23,first-name-24,last-name-24,title-24,gender-24,first-name-25,last-name-25,title-25,gender-25,first-name-26,last-name-26,title-26,gender-26,first-name-27,last-name-27,title-27,gender-27,first-name-28,last-name-28,title-28,gender-28,first-name-29,last-name-29,title-29,gender-29,first-name-30,last-name-30,title-30,gender-30,first-name-31,last-name-31,title-31,gender-31,first-name-32,last-name-32,title-32,gender-32,first-name-33,last-name-33,title-33,gender-33,first-name-34,last-name-34,title-34,gender-34,first-name-35,last-name-35,title-35,gender-35,first-name-36,last-name-36,title-36,gender-36,first-name-37,last-name-37,title-37,gender-37,first-name-38,last-name-38,title-38,gender-38,first-name-39,last-name-39,title-39,gender-39,first-name-40,last-name-40,title-40,gender-40,first-name-41,last-name-41,title-41,gender-41,first-name-42,last-name-42,title-42,gender-42,first-name-43,last-name-43,title-43,gender-43,first-name-44,last-name-44,title-44,gender-44,first-name-45,last-name-45,title-45,gender-45,first-name-46,last-name-46,title-46,gender-46,first-name-47,last-name-47,title-47,gender-47,first-name-48,last-name-48,title-48,gender-48,first-name-49,last-name-49,title-49,gender-49,first-name-50,last-name-50,title-50,gender-50
siemens-energy-inc,Siemens Energy Inc,7000 Siemens Rd,Wendell,NC,27591,9193652200,,8003652200,,"Siemens Power Transmission Is A Subsidiary Of The Siemens Corporation. Established IN 1847, Siemens Corporation Is One Of The Largest Electronics And Engineering Companies IN The United States. The Company S Areas Of Operation Include Medical, Power, Automation And Control, Transportation, Information And Communications, Lighting, Building And Water Technologies And Home Appliances. It Offers A Variety Of Telecommunication Products, Including Analogue And Digital Telephones, Enterprise Solutions, Carrier Networks And Wireless Modules. The Company Also Develops Industry Facilities, Water And Wastewater Treatment Plants And Intelligent Traffic Systems And Provides Products And Services For Monitoring And Regulating Temperature, Fire Safety, Ventilation And Electricity. It Offers Equipment For Factory And Logistics Automation, Airport Logistics, Electronics Assembly And Materials Handling. Its Power Division Converts Energy Into Electricity And Supplies Equipment, Systems And Services. It Also Provides Financing And Real Estate Services, Including Equipment, Project And Export Financing, Investment Management And Insurance Services. Siemens Power Transmission Maintains A Location IN Wendell, N.C.",400,"$55,345,000",,David,Pacyna,CEO,Male,Chris,Gomterts,Vice President,Male,Don,Suda,Director,Male,Jeff,Phelan,General Mgr,Male,Eric,Chabinsky,Manager,Male,David,Ferris,Manager,Male,Itamar,Lopes,Manager,Male,Ian,Ramsay,Manager,Male,Paul,Roskilly,Manager,Male,Jarvis,Simmons,Manager,Male,Daniel,Simoneaux,Manager,Male,Mauricio,Tafoya,Manager,Male,Michael,White,Manager,Male,Terrance,Woodyard,Manager,Male,Loretta,Woodall,HR Executive,Female,Chris,Gomterts,Cmo,Male,Paula,Trexler,Engr/Tech,Female,Donna,Lipp,Marketing,Female,Ken,Viradia,Marketing,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sides-seeding-&-landscpg-co,Sides Seeding & Landscpg Co,1010 American Way,Lexington,NC,27295,3362498300,3362498093,8777333464,,,100,"$7,735,000",,Susan C,Sides,President,Female,David,Daffron,Vice President,Male,Johnny L,Sides,Vice President,Male,Tim,Holder,Manager,Male,Tanya,Schott,HR Executive,Female,Dennis,Houle,Sales Exec,Male,Johnny,Sides,Finance Exec,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shuford-yarns-llc,Shuford Yarns LLC,1985 Tate Blvd SE # 54,Hickory,NC,28602,8283962342,,,Shufordyarns.Com,,100,"$19,310,000",,Johnny,Shuford,Owner,Male,Marvin H,Smith,President,Male,Grant,Smith,Vice President,Male,Marvin,Smith,Vice President,Male,Scott,Bolick,Director,Male,Mike,Bradshaw,Manager,Male,Steve,Driver,Manager,Male,Dave,Gorby,Manager,Male,John,Lacount,Manager,Male,Jonathan,Mazzola,Manager,Male,Allen,Selfe,Manager,Male,Doug,Yoder,CFO,Male,Khalid,Majeed,Treasurer,Male,Marvin,Abbott,Marketing,Male,Doug,Klimavich,Marketing,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shuford-yarns-llc,Shuford Yarns LLC,2815 1st Ave SW,Hickory,NC,28602,8283245393,,,Shufordyarns.Com,,100,"$19,310,000",,Scott,Bolick,Director,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shuford-mills-llc,Shuford Mills LLC,447 Main St,Hudson,NC,28638,8287592105,8287592156,8666883872,Outdura.Sattler.Com,"Since Its Founding IN 1880 By Abel A. Shuford And N.H. Gwyn On Gunpowder Creek Near Granite Falls, N.C., Shuford Mills Has Been A Premier Supplier Of Quality Yarns And Fabrics. The Company, One Of The Most Diversified Spinners IN The United States, Manufactures A Variety Of Quality Open-End And Ring-Spun Yarn Products Including Cotton, Polyester/Cotton Blends, 100 Percent Polyester And 100 Percent Acrylic. Products Range IN Size From Coarse To Fine Count As Well As Singles And Plied Yarn. With Five Plants, Shuford Mills' Manufacturing Base Is Comprised Of Three Open-End And One Ring-Spinning Sales Yarn Plant And One Weaving Facility. All Plants Are Located Within A Two-County Area Surrounding Its Corporate Headquarters IN Hickory, N.C. Shuford Mills Spun Yarns Can Be Found IN Upholstery Fabrics, Woven And Knit Apparel, Industrial Fabrics, Draperies, Carpets And Rugs, Trimming, Narrow Wovens And Industrial Sewing.",380,"$42,204,000",1880,C P,Davis,President,Male,Jeff,Jimison,Vice President,Male,Shirley,Orrell,Vice President,Female,A Pope,Shuford,Chairman,Male,C Hunt,Shuford Jr,CFO,Male,C Hunt,Shuford Jr,Admin Exec,Male,Shirley,Orrell,Cio/Cto,Female,Shirley,Orrell,HR Executive,Female,Jeff,Jimison,Sales Exec,Male,Jeff,Jimison,Cmo,Male,Jerry R,Mcintosh,Controller,Male,C Hunt,Shuford Jr,Treasurer,Male,Tamara,Fulbright,Purchase Exec,Female,Becky,Lane,Sales,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shuford-mills-inc,Shuford Mills Inc,290 Pleasant Hill Rd,Hudson,NC,28638,8287283212,8287280893,,,,100,"$15,631,000",,Mike,Bradshaw,Site Manager,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shuford-mills-inc,Shuford Mills Inc,820 Falls Ave,Granite Falls,NC,28630,8284963200,,,,,100,"$15,631,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shuford-mills-inc,Shuford Mills Inc,1985 Tate Blvd SE # 754,Hickory,NC,28602,8283282131,,,Shufordyarns.Com,,100,"$19,310,000",,Lori,Glidden,IT,Female,Amy,Horowitz,Marketing,Female,Jeff,Johnson,Marketing,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shuford-furniture,Shuford Furniture,1457 9th Ave NE,Hickory,NC,28601,8283268435,,,,"Century Furniture Industries Is A Furniture Manufacturer Offering Wood, Outdoor And Upholstery Collections Of Furniture. The Company Does Not Sell Directly To The Public; Only Through Its Authorized Dealers, Retailers And Designers Are Century S Products Available. Century Furniture S Products Are Available Throughout The United States. Collections Include Casa Collection, Coeur DE France, Kentshire, Savoy, Notting Hill And Richard Frinier. Century S Product Catalogs Are Sold Throughout The U.S. The Company Maintains Headquarters And A Manufacturing Facility IN Hickory, N.C. Century Furniture Industries Also Has Several Showrooms Throughout Hickory.",125,"$21,290,000",1948,Jim,Conley,Director,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sherrill-arborist-supply,Sherrill Arborist Supply,496 Gallimore Dairy Rd # D,Greensboro,NC,27409,3363780444,3363781096,8005258873,,,100,"$30,817,000",,Tripp,Wyckoff,CEO,Male,Ronald,Mis,Director,Male,Steve,Wood,Director,Male,Mike,Ziecik,Director,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shaw-industries-inc,Shaw Industries Inc,41 Hardwood Dr,Franklin,NC,28734,8283691253,,,Shawinc.Com,,100,"$16,238,000",,Chad,Christman,Site Manager,Male,John,King,Manager,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shaw-industries-inc,Shaw Industries Inc,10901 Texland Blvd,Charlotte,NC,28273,7045881272,7045887283,8007207429,,,126,"$19,949,000",1970,Bob,Belden,Manager,Male,Bill,Faulk,Mfg Exec,Male,Richard,Spancake,HR Executive,Male,Stacey,Jarvis,Finance Exec,Female,Don,Hill,Facilities,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shamrock-wraps-inc,Shamrock Wraps Inc,422 N Chimney Rock Rd,Greensboro,NC,27410,3365744100,,,,,100,"$17,713,000",,Cathy,Fitzgerald,Manager,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shamrock-corp,Shamrock Corp,422 N Chimney Rock Rd,Greensboro,NC,27410,3365744200,3365744201,8003348982,,"Paper Distributors Throughout The United States At The Annual Retail Packaging Manufacturer S Association Exhibit Named Shamrock Corporation The  Manufacturer Of The Year  IN 1993 And 1995. Founded IN 1956, Shamrock Is A Privately-Held Family Business Whose Primary Focus Is Rotogravure Printing And Converting Of Various Paper Products For Three Company Divisions. Shamrock's Three Divisions Consist Of Shamrock Gift Wrap & Accessories, Innisbrook Wraps And Shamrock Corporation Specialty Papers. The Company Recently Built A Printing, Converting And Shipping Facility. Shamrock Corporation Invests Heavily IN Computer Technology, Production Equipment And Personnel To Maintain Its Standing IN The Gift Wrap, Giblet Wrap And Fund-Raising Markets.",180,"$37,613,000",1956,Robert I,Hadgraft,President,Male,David,Worth,President,Male,David M,Worth,Vice President,Male,Alex,Worth,General Mgr,Male,Cathy,Fitzgerald,Manager,Female,Bob,Guyader,Manager,Male,Paul,Rainville,Manager,Male,Andy,Hill,Cio/Cto,Male,Janet,Gould,HR Executive,Female,Charlie,Fetter,Sales Exec,Male,David,Worth,Finance Exec,Male,David A,Worth,Treasurer,Male,Robert P,Worth,Treasurer,Male,Andy,Hill,IT Executive,Male,Christine,Garton,Purchase Exec,Female,Debbie,Stacy,Sales,Female,Sally,Wilson,Operations,Female,Debi,Stacy,Telecom Exec,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sgl-carbon-llc,Sgl Carbon LLC,307 Jamestown Rd,Morganton,NC,28655,8284381869,8284325885,8005478009,,"Sgl Group Is One Of Leading Manufacturers Of Carbon-Based Products Worldwide. It Offers Carbon And Graphite Products, As Well As Carbon Fibers And Composites. The Company Serves The Steel, Aluminum, Automotive, Chemical And Glass Industries. It Operates More Than38 Production Sites IN Europe, North America And Asia. The Company S Product List Includes Graphite And Carbon Electrodes, Cathodes And Furnace Linings And Brake Discs. Sgl Group Manufactures Insulation Materials, Textile Products, Pumps, Safety Disks And Rocket Motor Nozzles For The Semiconductor, Battery, Wind Energy, Environmental Protection, Aerospace And Defense Industries. It Offers Its Products Under The Diabon, Flurosic And Sicabon Brands.",115,"$31,237,000",1942,Charlie,Connor,Manager,Male,Dean,Ahrens,Manager,Male,Houston,Boggs,Manager,Male,Brett,Rodenberg,Manager,Male,Charlie,Conner,Mfg Exec,Male,Howard,Makler,Operation Exec,Male,Stuart,Hickman,IT Executive,Male,Cory,Kilby,Engr/Tech,Male,Allen,Wyatt,Engr/Tech,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
senator-usa-llc,Senator USA LLC,4215 Tudor Ln,Greensboro,NC,27410,3368560607,,,,,100,"$6,110,000",1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selee-corp,Selee Corp,700 Shepherd St,Hendersonville,NC,28792,8286972411,8286931868,8004387274,,"Selee Corporation Is A 200-Employee Technical Ceramics Company Specializing IN The Design And Manufacturing Of Porous Technical Ceramics And Metals For A Wide Range Of Demanding Industrial Applications. While Selee's Principal Business Is Ceramic Foam Filters, Numerous Other Porous And Fully Dense Ceramic Products Are Part Of The Company S Product Portfolio As Well. Selee's 170,000-Square-Foot Facility Is Located IN The Blue Ridge Mountains Of Western North Carolina. The Quality And Environmental Management Systems Of Selee Corporation Are Certified To The Iso 9001:2000 And Iso 14001-1996 Standards As Well As Numerous Customer Certifications Including Ford Q-1 And Howmet Certified Supplier.",200,"$60,899,000",1975,Mark,Morse,President,Male,Timothy P,Kriegel,Vice President,Male,Jonathan,Benson,Manager,Male,Gerald,Rice,Manager,Male,Nikki,Mcginnis,Mfg Exec,Female,Rita,London,Exec Officer,Female,Tim,Kriegel,CFO,Male,Sharon,Williams,HR Executive,Female,Watt,Jackson,Sales Exec,Male,Watt,Jackson,Cmo,Male,David,Bowman,IT,Male,Gaylord,Jones,IT,Male,Wendi P,Williams,Sales,Female,Mark L,Heamon,Marketing,Male,Rudolph,Olson,Marketing,Male,Don,Craig,Operations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sealright-flexible-packaging,Sealright Flexible Packaging,1600 Westinghouse Blvd,Charlotte,NC,28273,7045880220,,,,,115,"$19,981,000",1956,Charles H,May,President,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scurry-construction-inc,Scurry Construction Inc,18606 Northline Dr,Cornelius,NC,28031,7048953803,7048955410,,Scurryconstruction.Com,"Scurry Construction Is A Grading And Utility Contractor That Specializes IN Providing Turn-Key Site Work Packages. Established IN 1995, The Company Employs A Staff Of More Than 100 Employees. It Stocks Heavy Equipment By Various Manufacturers, Including Caterpillar, Dynapac, John Deere And Volvo. The Company Maintains A Fleet Of More Than 55 Dump And Service Trucks And Transport Vehicles. Scurry Construction Maintains A Utility Division That Offers Installation Services For Water And Sewer Lines And Storm Drainage. The Company Also Provides On-Site Repair Services And Is Licensed To Operate IN North Carolina And South Carolina. It Is A Member Of The Better Business Bureau And The Home Builders Association Of Charlotte. Scurry Construction Is Located IN Cornelius, N.C.",100,"$18,472,000",,W,Scurry,Owner,Male,William P,Scurry,President,Male,W,Scurry,HR Executive,,W,Scurry,Sales Exec,,W,Scurry,Finance Exec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scioderm-inc,Scioderm Inc,4601 Creekstone Dr # 160,Durham,NC,27703,9193282020,,,Sderm.Com,,100,"$79,886,000",,Robert,Ryan,CEO,Male,Jamie,Gault,Vice President,Female,Mariam,Khalil,Vice President,Female,Jacqueline,Agey,Director,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schult-homes,Schult Homes,131 Rhea St,Richfield,NC,28137,7044637333,7044636304,8002226478,Clayton.Net,"Schult Homes Has Been One Of The Most Respected Names IN Manufactured Housing Since 1934. Since Its Founding, The Company Has Remained At The Forefront Of Innovations From The First Steel Frames And Forced-Air Heating IN 1940s To The Maintenance-Free Features And Energy-Saving Measures Of Today. Schult S Focus Is On Tastefully Designed, Family-Oriented Homes That Feature Such Amenities As Walk-IN Closets, Efficient Kitchens, Luxury Baths And Functional Living Areas. Schult Homes Are Sold By Manufactured Home Retailers Throughout The United States. Schult Is A Division Of Clayton Homes, Which Won The Manufactured Housing Institute S Manufacturer Of The Year Every Year From 2000 To 2005. Schult Homes Has Seven Regional Offices, Including One IN Richfield, N.C.",500,"$78,458,000",1969,Phillip,Hathcock,President,Male,Paige,Janey,Manager,Female,Betty,File,HR Executive,Female,Lance,Key,Sales Exec,Male,Steve,Shaver,Purchase Exec,Male,Brad,Austin,Operations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schrader-bridgeport-intl-inc,Schrader Bridgeport Intl Inc,1609 Airport Rd,Monroe,NC,28110,7042894535,,,,,130,"$40,104,000",1978,Bob,Zimmerman,Manager,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schneider-mills-inc,Schneider Mills Inc,1170 NC Highway 16 N,Taylorsville,NC,28681,8286328181,8286329834,,Schneidermills.Com,"Founded IN 1916 By Samuel Schneider, Schneider Mills Is A Privately Held Company That Is A Manufacturer Of Woven And Textile Fabrics For Industrial Applications. It Features A Variety Of Woven Fabrics, Including Plain, Basket, Twill, Satin, Rip Stop And Double Face Satin Weaves. The Company S Products Are Used IN Aerospace Components, Apparel, Athletic Uniforms, Backpacks, Banners And Flags, Computer And Sports Bags, Filtration Fabrics, Industrial Uniforms And Fabrics, Luggage, Military Applications, Personal Floatation Devices, Police Jackets, Tents And Sleeping Bags. Schneider Mills Features A Range Of Equipment, Including Warpers, Slashers And Winders. The Company Additionally Features An Online Request Form.",350,"$38,542,000",1916,Tim,Little,President,Male,Dennis W,Brinkley,Vice President,Male,Timothy J,Little,Vice President,Male,O Harry,Mcpherson Jr,Vice President,Male,George R,Shtohryn,Vice President,Male,Maynard F,Swinnie,Vice President,Male,Emmett,Pruett,Manager,Male,Albert,Schneider,Chairman,Male,David W,Burroughs,CFO,Male,Tina,Meyer,HR Executive,Female,Matthew M,Mcpherson,Other,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
say-cheesecakes-llc,Say Cheesecakes LLC,413 E Blume St,Landis,NC,28088,7048557121,,,,,116,"$22,029,000",,Donna,Sarantou,Partner,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sauder-woodworking-co,Sauder Woodworking Co,220 S Elm St,High Point,NC,27260,3368890168,,,,,157,"$26,685,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sauder-manufacturing-co,Sauder Manufacturing Co,315 Sabot Ln,Matthews,NC,28105,4194464945,,8005371530,Saudermfg.Com,,157,"$28,402,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sato-labeling-solutions-amer,Sato Labeling Solutions Amer,10350 Nations Ford Rd,Charlotte,NC,28273,7046441650,,,Satoamerica.Com,,120,"$32,831,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sarstedt-group,Sarstedt Group,1025 Saint James Church Rd,Newton,NC,28658,8284658838,,,Sarstedt.Com,"The Sarstedt Group Develops, Manufactures And Sells Equipment And Consumables IN The Field Of Medicine And Research. Since Its Establishment IN 1961, The Company Has Grown To The Point That It Employs A Workforce Of Nearly 2,500. The Sarstedt Group Markets And Sells Its Products Throughout The World Exclusively Via Its Own Marketing Organizations And Its Own Field Service. Its Product Line Includes Consumables And Analytical Equipment For Medical Diagnostics And Consumables For Use IN Medical Patient Care. The Company S Product Line Also Includes Laboratory Aids And Laboratory Equipment For Industrial And Research Laboratories And Also For Environmental Analytical Work. Headquartered IN Newton, N.C., The Sarstedt Group Is A Privately Owned Company.",250,"$91,767,000",1988,Peter,Rumswinkel,Manager,Male,Bruce,Hendel,Marketing,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
